"i","Date","Not Solved","Solved"
"1930",2008-04-13,249,125
"1931",2008-04-14,258,99
"1932",2008-04-15,246,137
"1933",2008-04-16,232,131
"1934",2008-04-17,219,152
"1935",2008-04-18,221,135
"1936",2008-04-19,247,139
"1937",2008-04-20,270,181
"1938",2008-04-21,219,175
"1939",2008-04-22,216,140
"1940",2008-04-23,234,117
"1941",2008-04-24,221,149
"1942",2008-04-25,249,159
"1943",2008-04-26,256,153
"1944",2008-04-27,233,172
"1945",2008-04-28,221,109
"1946",2008-04-29,240,132
"1947",2008-04-30,217,131
"1948",2008-05-01,251,166
"1949",2008-05-02,221,191
"1950",2008-05-03,267,211
"1951",2008-05-04,224,191
"1952",2008-05-05,194,191
"1953",2008-05-06,184,175
"1954",2008-05-07,216,131
"1955",2008-05-08,239,133
"1956",2008-05-09,242,131
"1957",2008-05-10,230,151
"1958",2008-05-11,223,172
"1959",2008-05-12,220,120
"1960",2008-05-13,191,128
"1961",2008-05-14,200,128
"1962",2008-05-15,217,174
"1963",2008-05-16,230,139
"1964",2008-05-17,220,144
"1965",2008-05-18,219,183
"1966",2008-05-19,220,134
"1967",2008-05-20,236,180
"1968",2008-05-21,238,137
"1969",2008-05-22,206,121
"1970",2008-05-23,253,169
"1971",2008-05-24,227,155
"1972",2008-05-25,222,180
"1973",2008-05-26,188,189
"1974",2008-05-27,205,136
"1975",2008-05-28,215,175
"1976",2008-05-29,247,155
"1977",2008-05-30,233,155
"1978",2008-05-31,212,216
"1979",2008-06-01,260,198
"1980",2008-06-02,234,148
"1981",2008-06-03,226,162
"1982",2008-06-04,178,150
"1983",2008-06-05,216,167
"1984",2008-06-06,218,179
"1985",2008-06-07,223,163
"1986",2008-06-08,207,151
"1987",2008-06-09,174,168
"1988",2008-06-10,179,182
"1989",2008-06-11,194,130
"1990",2008-06-12,193,173
"1991",2008-06-13,204,150
"1992",2008-06-14,252,127
"1993",2008-06-15,240,142
"1994",2008-06-16,209,97
"1995",2008-06-17,175,88
"1996",2008-06-18,160,80
"1997",2008-06-19,206,99
"1998",2008-06-20,208,141
"1999",2008-06-21,260,149
"2000",2008-06-22,208,127
"2001",2008-06-23,182,126
"2002",2008-06-24,227,186
"2003",2008-06-25,223,151
"2004",2008-06-26,208,129
"2005",2008-06-27,233,143
"2006",2008-06-28,250,151
"2007",2008-06-29,255,150
"2008",2008-06-30,203,134
"2009",2008-07-01,259,163
"2010",2008-07-02,244,170
"2011",2008-07-03,232,145
"2012",2008-07-04,242,160
"2013",2008-07-05,226,162
"2014",2008-07-06,177,189
"2015",2008-07-07,175,149
"2016",2008-07-08,217,194
"2017",2008-07-09,203,188
"2018",2008-07-10,203,238
"2019",2008-07-11,242,196
"2020",2008-07-12,270,184
"2021",2008-07-13,227,209
"2022",2008-07-14,210,170
"2023",2008-07-15,234,154
"2024",2008-07-16,219,141
"2025",2008-07-17,231,185
"2026",2008-07-18,250,159
"2027",2008-07-19,304,157
"2028",2008-07-20,216,148
"2029",2008-07-21,187,148
"2030",2008-07-22,178,163
"2031",2008-07-23,240,153
"2032",2008-07-24,217,139
"2033",2008-07-25,256,155
"2034",2008-07-26,249,157
"2035",2008-07-27,214,189
"2036",2008-07-28,199,181
"2037",2008-07-29,206,185
"2038",2008-07-30,236,195
"2039",2008-07-31,245,162
"2040",2008-08-01,165,72
"2041",2008-08-02,86,46
"2042",2008-08-03,215,155
"2043",2008-08-04,204,138
"2044",2008-08-05,205,178
"2045",2008-08-06,218,161
"2046",2008-08-07,175,172
"2047",2008-08-08,197,132
"2048",2008-08-09,225,170
"2049",2008-08-10,210,189
"2050",2008-08-11,203,154
"2051",2008-08-12,188,194
"2052",2008-08-13,224,178
"2053",2008-08-14,222,143
"2054",2008-08-15,232,129
"2055",2008-08-16,246,137
"2056",2008-08-17,221,136
"2057",2008-08-18,205,127
"2058",2008-08-19,207,170
"2059",2008-08-20,232,136
"2060",2008-08-21,241,158
"2061",2008-08-22,238,124
"2062",2008-08-23,282,128
"2063",2008-08-24,242,165
"2064",2008-08-25,236,170
"2065",2008-08-26,257,183
"2066",2008-08-27,245,134
"2067",2008-08-28,237,168
"2068",2008-08-29,232,164
"2069",2008-08-30,239,162
"2070",2008-08-31,188,205
"2071",2008-09-01,255,205
"2072",2008-09-02,238,207
"2073",2008-09-03,222,162
"2074",2008-09-04,211,144
"2075",2008-09-05,225,158
"2076",2008-09-06,243,175
"2077",2008-09-07,275,196
"2078",2008-09-08,193,152
"2079",2008-09-09,206,186
"2080",2008-09-10,222,161
"2081",2008-09-11,206,175
"2082",2008-09-12,222,201
"2083",2008-09-13,240,186
"2084",2008-09-14,203,216
"2085",2008-09-15,192,176
"2086",2008-09-16,237,125
"2087",2008-09-17,225,134
"2088",2008-09-18,208,178
"2089",2008-09-19,231,165
"2090",2008-09-20,272,137
"2091",2008-09-21,224,168
"2092",2008-09-22,222,116
"2093",2008-09-23,219,153
"2094",2008-09-24,249,186
"2095",2008-09-25,247,211
"2096",2008-09-26,220,186
"2097",2008-09-27,259,138
"2098",2008-09-28,281,206
"2099",2008-09-29,232,166
"2100",2008-09-30,205,201
"2101",2008-10-01,270,247
"2102",2008-10-02,226,172
"2103",2008-10-03,200,158
"2104",2008-10-04,258,189
"2105",2008-10-05,292,193
"2106",2008-10-06,244,180
"2107",2008-10-07,199,178
"2108",2008-10-08,224,193
"2109",2008-10-09,250,231
"2110",2008-10-10,247,156
"2111",2008-10-11,239,224
"2112",2008-10-12,227,210
"2113",2008-10-13,223,142
"2114",2008-10-14,243,194
"2115",2008-10-15,241,204
"2116",2008-10-16,231,226
"2117",2008-10-17,222,180
"2118",2008-10-18,237,189
"2119",2008-10-19,229,180
"2120",2008-10-20,186,170
"2121",2008-10-21,174,153
"2122",2008-10-22,209,210
"2123",2008-10-23,213,185
"2124",2008-10-24,244,199
"2125",2008-10-25,267,205
"2126",2008-10-26,263,175
"2127",2008-10-27,199,119
"2128",2008-10-28,222,206
"2129",2008-10-29,239,187
"2130",2008-10-30,229,189
"2131",2008-10-31,207,174
"2132",2008-11-01,359,169
"2133",2008-11-02,221,167
"2134",2008-11-03,188,174
"2135",2008-11-04,192,203
"2136",2008-11-05,206,190
"2137",2008-11-06,193,144
"2138",2008-11-07,237,102
"2139",2008-11-08,262,131
"2140",2008-11-09,209,190
"2141",2008-11-10,270,163
"2142",2008-11-11,184,213
"2143",2008-11-12,217,225
"2144",2008-11-13,226,212
"2145",2008-11-14,244,209
"2146",2008-11-15,279,187
"2147",2008-11-16,266,192
"2148",2008-11-17,181,143
"2149",2008-11-18,226,189
"2150",2008-11-19,210,202
"2151",2008-11-20,184,228
"2152",2008-11-21,219,174
"2153",2008-11-22,286,193
"2154",2008-11-23,208,201
"2155",2008-11-24,212,174
"2156",2008-11-25,206,209
"2157",2008-11-26,221,178
"2158",2008-11-27,210,143
"2159",2008-11-28,157,89
"2160",2008-11-29,176,146
"2161",2008-11-30,198,225
"2162",2008-12-01,224,174
"2163",2008-12-02,215,177
"2164",2008-12-03,202,182
"2165",2008-12-04,194,182
"2166",2008-12-05,220,176
"2167",2008-12-06,211,201
"2168",2008-12-07,238,213
"2169",2008-12-08,193,164
"2170",2008-12-09,225,183
"2171",2008-12-10,188,174
"2172",2008-12-11,215,182
"2173",2008-12-12,243,109
"2174",2008-12-13,207,128
"2175",2008-12-14,203,153
"2176",2008-12-15,172,156
"2177",2008-12-16,184,151
"2178",2008-12-17,178,137
"2179",2008-12-18,190,163
"2180",2008-12-19,214,112
"2181",2008-12-20,244,157
"2182",2008-12-21,224,237
"2183",2008-12-22,180,128
"2184",2008-12-23,193,179
"2185",2008-12-24,185,110
"2186",2008-12-25,172,111
"2187",2008-12-26,128,92
"2188",2008-12-27,178,128
"2189",2008-12-28,209,190
"2190",2008-12-29,202,129
"2191",2008-12-30,192,193
"2192",2008-12-31,185,158
"2193",2009-01-01,387,239
"2194",2009-01-02,199,164
"2195",2009-01-03,173,169
"2196",2009-01-04,216,171
"2197",2009-01-05,153,178
"2198",2009-01-06,193,198
"2199",2009-01-07,190,206
"2200",2009-01-08,172,230
"2201",2009-01-09,201,168
"2202",2009-01-10,202,162
"2203",2009-01-11,218,197
"2204",2009-01-12,204,172
"2205",2009-01-13,197,163
"2206",2009-01-14,222,200
"2207",2009-01-15,222,153
"2208",2009-01-16,226,131
"2209",2009-01-17,228,224
"2210",2009-01-18,204,204
"2211",2009-01-19,165,189
"2212",2009-01-20,219,183
"2213",2009-01-21,217,159
"2214",2009-01-22,167,192
"2215",2009-01-23,199,161
"2216",2009-01-24,221,118
"2217",2009-01-25,223,183
"2218",2009-01-26,162,169
"2219",2009-01-27,207,162
"2220",2009-01-28,190,187
"2221",2009-01-29,192,194
"2222",2009-01-30,191,129
"2223",2009-01-31,229,177
"2224",2009-02-01,244,192
"2225",2009-02-02,207,191
"2226",2009-02-03,197,211
"2227",2009-02-04,175,180
"2228",2009-02-05,196,181
"2229",2009-02-06,184,164
"2230",2009-02-07,223,138
"2231",2009-02-08,195,137
"2232",2009-02-09,169,145
"2233",2009-02-10,220,195
"2234",2009-02-11,154,180
"2235",2009-02-12,163,201
"2236",2009-02-13,225,179
"2237",2009-02-14,202,149
"2238",2009-02-15,230,176
"2239",2009-02-16,163,117
"2240",2009-02-17,186,177
"2241",2009-02-18,189,184
"2242",2009-02-19,217,217
"2243",2009-02-20,217,188
"2244",2009-02-21,226,218
"2245",2009-02-22,205,180
"2246",2009-02-23,176,166
"2247",2009-02-24,216,189
"2248",2009-02-25,218,216
"2249",2009-02-26,192,219
"2250",2009-02-27,209,182
"2251",2009-02-28,226,214
"2252",2009-03-01,265,204
"2253",2009-03-02,204,174
"2254",2009-03-03,208,190
"2255",2009-03-04,196,209
"2256",2009-03-05,187,225
"2257",2009-03-06,213,228
"2258",2009-03-07,217,227
"2259",2009-03-08,201,183
"2260",2009-03-09,208,149
"2261",2009-03-10,208,203
"2262",2009-03-11,181,168
"2263",2009-03-12,219,231
"2264",2009-03-13,211,207
"2265",2009-03-14,207,205
"2266",2009-03-15,221,161
"2267",2009-03-16,194,149
"2268",2009-03-17,217,205
"2269",2009-03-18,236,209
"2270",2009-03-19,214,202
"2271",2009-03-20,222,191
"2272",2009-03-21,242,226
"2273",2009-03-22,216,179
"2274",2009-03-23,213,173
"2275",2009-03-24,208,186
"2276",2009-03-25,237,198
"2277",2009-03-26,237,170
"2278",2009-03-27,221,165
"2279",2009-03-28,229,140
"2280",2009-03-29,208,234
"2281",2009-03-30,210,198
"2282",2009-03-31,238,193
"2283",2009-04-01,252,229
"2284",2009-04-02,233,183
"2285",2009-04-03,213,205
"2286",2009-04-04,226,218
"2287",2009-04-05,216,203
"2288",2009-04-06,212,188
"2289",2009-04-07,200,182
"2290",2009-04-08,212,180
"2291",2009-04-09,229,205
"2292",2009-04-10,184,185
"2293",2009-04-11,226,153
"2294",2009-04-12,223,170
"2295",2009-04-13,203,165
"2296",2009-04-14,202,184
"2297",2009-04-15,207,186
"2298",2009-04-16,193,189
"2299",2009-04-17,207,185
"2300",2009-04-18,224,202
"2301",2009-04-19,229,193
"2302",2009-04-20,204,177
"2303",2009-04-21,208,213
"2304",2009-04-22,246,196
"2305",2009-04-23,217,203
"2306",2009-04-24,198,187
"2307",2009-04-25,271,186
"2308",2009-04-26,189,165
"2309",2009-04-27,190,147
"2310",2009-04-28,176,179
"2311",2009-04-29,213,217
"2312",2009-04-30,194,195
"2313",2009-05-01,271,207
"2314",2009-05-02,196,175
"2315",2009-05-03,174,180
"2316",2009-05-04,178,144
"2317",2009-05-05,174,181
"2318",2009-05-06,183,164
"2319",2009-05-07,194,223
"2320",2009-05-08,185,169
"2321",2009-05-09,244,186
"2322",2009-05-10,198,168
"2323",2009-05-11,177,143
"2324",2009-05-12,187,198
"2325",2009-05-13,219,160
"2326",2009-05-14,201,196
"2327",2009-05-15,212,198
"2328",2009-05-16,241,195
"2329",2009-05-17,248,193
"2330",2009-05-18,231,166
"2331",2009-05-19,171,176
"2332",2009-05-20,190,179
"2333",2009-05-21,193,145
"2334",2009-05-22,208,144
"2335",2009-05-23,207,102
"2336",2009-05-24,186,160
"2337",2009-05-25,185,156
"2338",2009-05-26,180,165
"2339",2009-05-27,191,162
"2340",2009-05-28,174,147
"2341",2009-05-29,193,159
"2342",2009-05-30,200,182
"2343",2009-05-31,218,141
"2344",2009-06-01,254,115
"2345",2009-06-02,223,184
"2346",2009-06-03,225,183
"2347",2009-06-04,190,177
"2348",2009-06-05,171,181
"2349",2009-06-06,226,151
"2350",2009-06-07,182,152
"2351",2009-06-08,190,144
"2352",2009-06-09,186,185
"2353",2009-06-10,135,121
"2354",2009-06-11,65,54
"2355",2009-06-12,203,161
"2356",2009-06-13,200,174
"2357",2009-06-14,197,130
"2358",2009-06-15,195,148
"2359",2009-06-16,239,143
"2360",2009-06-17,229,146
"2361",2009-06-18,213,157
"2362",2009-06-19,179,189
"2363",2009-06-20,190,162
"2364",2009-06-21,195,169
"2365",2009-06-22,147,142
"2366",2009-06-23,201,121
"2367",2009-06-24,203,175
"2368",2009-06-25,184,141
"2369",2009-06-26,228,102
"2370",2009-06-27,193,131
"2371",2009-06-28,220,141
"2372",2009-06-29,198,157
"2373",2009-06-30,180,155
"2374",2009-07-01,215,160
"2375",2009-07-02,159,174
"2376",2009-07-03,189,170
"2377",2009-07-04,251,168
"2378",2009-07-05,202,192
"2379",2009-07-06,198,139
"2380",2009-07-07,209,133
"2381",2009-07-08,217,128
"2382",2009-07-09,227,127
"2383",2009-07-10,227,153
"2384",2009-07-11,203,110
"2385",2009-07-12,205,127
"2386",2009-07-13,180,163
"2387",2009-07-14,204,153
"2388",2009-07-15,235,162
"2389",2009-07-16,209,176
"2390",2009-07-17,209,159
"2391",2009-07-18,240,142
"2392",2009-07-19,249,174
"2393",2009-07-20,219,162
"2394",2009-07-21,179,173
"2395",2009-07-22,215,165
"2396",2009-07-23,184,177
"2397",2009-07-24,195,169
"2398",2009-07-25,256,129
"2399",2009-07-26,212,149
"2400",2009-07-27,218,137
"2401",2009-07-28,217,158
"2402",2009-07-29,204,199
"2403",2009-07-30,224,162
"2404",2009-07-31,212,145
"2405",2009-08-01,263,155
"2406",2009-08-02,260,173
"2407",2009-08-03,175,156
"2408",2009-08-04,198,182
"2409",2009-08-05,205,179
"2410",2009-08-06,236,198
"2411",2009-08-07,223,200
"2412",2009-08-08,241,205
"2413",2009-08-09,234,148
"2414",2009-08-10,198,151
"2415",2009-08-11,218,187
"2416",2009-08-12,225,178
"2417",2009-08-13,203,190
"2418",2009-08-14,229,192
"2419",2009-08-15,237,212
"2420",2009-08-16,255,206
"2421",2009-08-17,190,164
"2422",2009-08-18,196,197
"2423",2009-08-19,231,220
"2424",2009-08-20,216,182
"2425",2009-08-21,238,172
"2426",2009-08-22,245,244
"2427",2009-08-23,229,203
"2428",2009-08-24,208,212
"2429",2009-08-25,236,223
"2430",2009-08-26,216,200
"2431",2009-08-27,210,174
"2432",2009-08-28,256,174
"2433",2009-08-29,288,218
"2434",2009-08-30,246,209
"2435",2009-08-31,189,214
"2436",2009-09-01,225,284
"2437",2009-09-02,214,223
"2438",2009-09-03,184,184
"2439",2009-09-04,227,139
"2440",2009-09-05,251,200
"2441",2009-09-06,211,227
"2442",2009-09-07,199,188
"2443",2009-09-08,216,215
"2444",2009-09-09,196,204
"2445",2009-09-10,194,215
"2446",2009-09-11,202,186
"2447",2009-09-12,260,165
"2448",2009-09-13,236,164
"2449",2009-09-14,210,176
"2450",2009-09-15,213,215
"2451",2009-09-16,200,253
"2452",2009-09-17,244,188
"2453",2009-09-18,246,214
"2454",2009-09-19,254,170
"2455",2009-09-20,263,164
"2456",2009-09-21,242,128
"2457",2009-09-22,214,175
"2458",2009-09-23,242,187
"2459",2009-09-24,208,169
"2460",2009-09-25,241,201
"2461",2009-09-26,231,246
"2462",2009-09-27,210,155
"2463",2009-09-28,217,151
"2464",2009-09-29,210,166
"2465",2009-09-30,211,169
"2466",2009-10-01,261,169
"2467",2009-10-02,227,201
"2468",2009-10-03,263,160
"2469",2009-10-04,252,149
"2470",2009-10-05,208,171
"2471",2009-10-06,214,174
"2472",2009-10-07,204,190
"2473",2009-10-08,193,173
"2474",2009-10-09,208,169
"2475",2009-10-10,249,176
"2476",2009-10-11,228,169
"2477",2009-10-12,209,207
"2478",2009-10-13,195,138
"2479",2009-10-14,185,150
"2480",2009-10-15,234,155
"2481",2009-10-16,217,134
"2482",2009-10-17,281,183
"2483",2009-10-18,216,170
"2484",2009-10-19,176,128
"2485",2009-10-20,186,154
"2486",2009-10-21,207,160
"2487",2009-10-22,227,148
"2488",2009-10-23,225,149
"2489",2009-10-24,270,173
"2490",2009-10-25,265,121
"2491",2009-10-26,225,155
"2492",2009-10-27,212,160
"2493",2009-10-28,197,191
"2494",2009-10-29,201,162
"2495",2009-10-30,227,161
"2496",2009-10-31,227,187
"2497",2009-11-01,329,195
"2498",2009-11-02,239,176
"2499",2009-11-03,214,167
"2500",2009-11-04,228,181
"2501",2009-11-05,200,161
"2502",2009-11-06,222,184
"2503",2009-11-07,231,143
"2504",2009-11-08,254,168
"2505",2009-11-09,196,119
"2506",2009-11-10,175,195
"2507",2009-11-11,214,197
"2508",2009-11-12,200,174
"2509",2009-11-13,211,195
"2510",2009-11-14,222,137
"2511",2009-11-15,215,171
"2512",2009-11-16,219,154
"2513",2009-11-17,221,139
"2514",2009-11-18,194,174
"2515",2009-11-19,222,210
"2516",2009-11-20,225,180
"2517",2009-11-21,240,176
"2518",2009-11-22,217,158
"2519",2009-11-23,173,144
"2520",2009-11-24,225,173
"2521",2009-11-25,219,182
"2522",2009-11-26,227,115
"2523",2009-11-27,180,102
"2524",2009-11-28,160,134
"2525",2009-11-29,210,172
"2526",2009-11-30,198,138
"2527",2009-12-01,230,152
"2528",2009-12-02,205,142
"2529",2009-12-03,196,155
"2530",2009-12-04,202,171
"2531",2009-12-05,242,136
"2532",2009-12-06,181,179
"2533",2009-12-07,183,130
"2534",2009-12-08,167,144
"2535",2009-12-09,200,124
"2536",2009-12-10,207,132
"2537",2009-12-11,191,113
"2538",2009-12-12,213,134
"2539",2009-12-13,175,125
"2540",2009-12-14,173,132
"2541",2009-12-15,216,123
"2542",2009-12-16,214,171
"2543",2009-12-17,202,178
"2544",2009-12-18,238,179
"2545",2009-12-19,211,145
"2546",2009-12-20,237,131
"2547",2009-12-21,196,135
"2548",2009-12-22,215,122
"2549",2009-12-23,198,203
"2550",2009-12-24,235,139
"2551",2009-12-25,199,120
"2552",2009-12-26,141,78
"2553",2009-12-27,162,125
"2554",2009-12-28,190,159
"2555",2009-12-29,183,140
"2556",2009-12-30,179,155
"2557",2009-12-31,214,155
"2558",2010-01-01,422,196
"2559",2010-01-02,186,108
"2560",2010-01-03,225,176
"2561",2010-01-04,194,145
"2562",2010-01-05,188,140
"2563",2010-01-06,190,165
"2564",2010-01-07,175,171
"2565",2010-01-08,196,152
"2566",2010-01-09,189,167
"2567",2010-01-10,219,156
"2568",2010-01-11,215,137
"2569",2010-01-12,194,152
"2570",2010-01-13,203,165
"2571",2010-01-14,206,196
"2572",2010-01-15,259,166
"2573",2010-01-16,260,199
"2574",2010-01-17,213,156
"2575",2010-01-18,173,126
"2576",2010-01-19,193,142
"2577",2010-01-20,180,160
"2578",2010-01-21,157,181
"2579",2010-01-22,195,155
"2580",2010-01-23,244,178
"2581",2010-01-24,221,124
"2582",2010-01-25,189,182
"2583",2010-01-26,186,153
"2584",2010-01-27,194,187
"2585",2010-01-28,202,198
"2586",2010-01-29,195,156
"2587",2010-01-30,211,159
"2588",2010-01-31,187,129
"2589",2010-02-01,240,104
"2590",2010-02-02,193,163
"2591",2010-02-03,221,190
"2592",2010-02-04,198,200
"2593",2010-02-05,178,192
"2594",2010-02-06,220,170
"2595",2010-02-07,187,158
"2596",2010-02-08,174,138
"2597",2010-02-09,191,138
"2598",2010-02-10,190,185
"2599",2010-02-11,196,201
"2600",2010-02-12,190,190
"2601",2010-02-13,211,161
"2602",2010-02-14,208,222
"2603",2010-02-15,211,139
"2604",2010-02-16,199,178
"2605",2010-02-17,250,153
"2606",2010-02-18,238,183
"2607",2010-02-19,194,163
"2608",2010-02-20,207,161
"2609",2010-02-21,200,149
"2610",2010-02-22,154,133
"2611",2010-02-23,183,172
"2612",2010-02-24,148,112
"2613",2010-02-25,206,171
"2614",2010-02-26,183,180
"2615",2010-02-27,218,141
"2616",2010-02-28,220,153
"2617",2010-03-01,208,178
"2618",2010-03-02,187,162
"2619",2010-03-03,183,157
"2620",2010-03-04,151,138
"2621",2010-03-05,211,156
"2622",2010-03-06,207,177
"2623",2010-03-07,195,178
"2624",2010-03-08,164,171
"2625",2010-03-09,188,162
"2626",2010-03-10,170,192
"2627",2010-03-11,187,181
"2628",2010-03-12,197,166
"2629",2010-03-13,199,116
"2630",2010-03-14,212,188
"2631",2010-03-15,224,143
"2632",2010-03-16,205,178
"2633",2010-03-17,169,195
"2634",2010-03-18,219,215
"2635",2010-03-19,183,187
"2636",2010-03-20,197,169
"2637",2010-03-21,199,139
"2638",2010-03-22,139,171
"2639",2010-03-23,168,177
"2640",2010-03-24,168,195
"2641",2010-03-25,229,162
"2642",2010-03-26,204,181
"2643",2010-03-27,225,150
"2644",2010-03-28,178,137
"2645",2010-03-29,172,147
"2646",2010-03-30,171,165
"2647",2010-03-31,187,159
"2648",2010-04-01,229,205
"2649",2010-04-02,197,184
"2650",2010-04-03,191,178
"2651",2010-04-04,179,132
"2652",2010-04-05,153,115
"2653",2010-04-06,178,177
"2654",2010-04-07,174,159
"2655",2010-04-08,194,169
"2656",2010-04-09,205,165
"2657",2010-04-10,212,150
"2658",2010-04-11,187,179
"2659",2010-04-12,148,105
"2660",2010-04-13,198,188
"2661",2010-04-14,182,145
"2662",2010-04-15,168,172
"2663",2010-04-16,223,181
"2664",2010-04-17,200,187
"2665",2010-04-18,177,141
"2666",2010-04-19,179,122
"2667",2010-04-20,170,157
"2668",2010-04-21,185,154
"2669",2010-04-22,183,170
"2670",2010-04-23,208,131
"2671",2010-04-24,221,182
"2672",2010-04-25,213,151
"2673",2010-04-26,168,163
"2674",2010-04-27,202,154
"2675",2010-04-28,204,145
"2676",2010-04-29,187,178
"2677",2010-04-30,202,164
"2678",2010-05-01,258,115
"2679",2010-05-02,195,129
"2680",2010-05-03,171,161
"2681",2010-05-04,185,184
"2682",2010-05-05,194,200
"2683",2010-05-06,190,226
"2684",2010-05-07,174,207
"2685",2010-05-08,237,170
"2686",2010-05-09,222,178
"2687",2010-05-10,175,160
"2688",2010-05-11,166,171
"2689",2010-05-12,177,173
"2690",2010-05-13,176,216
"2691",2010-05-14,192,207
"2692",2010-05-15,211,157
"2693",2010-05-16,239,112
"2694",2010-05-17,260,164
"2695",2010-05-18,187,184
"2696",2010-05-19,194,175
"2697",2010-05-20,253,189
"2698",2010-05-21,220,183
"2699",2010-05-22,239,174
"2700",2010-05-23,211,162
"2701",2010-05-24,201,172
"2702",2010-05-25,191,180
"2703",2010-05-26,207,143
"2704",2010-05-27,204,160
"2705",2010-05-28,209,182
"2706",2010-05-29,242,131
"2707",2010-05-30,191,166
"2708",2010-05-31,196,124
"2709",2010-06-01,228,145
"2710",2010-06-02,204,182
"2711",2010-06-03,183,212
"2712",2010-06-04,208,126
"2713",2010-06-05,223,162
"2714",2010-06-06,230,131
"2715",2010-06-07,225,145
"2716",2010-06-08,198,146
"2717",2010-06-09,162,150
"2718",2010-06-10,167,171
"2719",2010-06-11,196,168
"2720",2010-06-12,224,141
"2721",2010-06-13,230,135
"2722",2010-06-14,203,126
"2723",2010-06-15,199,155
"2724",2010-06-16,217,194
"2725",2010-06-17,210,189
"2726",2010-06-18,211,140
"2727",2010-06-19,229,164
"2728",2010-06-20,249,118
"2729",2010-06-21,189,99
"2730",2010-06-22,201,128
"2731",2010-06-23,200,128
"2732",2010-06-24,193,161
"2733",2010-06-25,176,146
"2734",2010-06-26,231,196
"2735",2010-06-27,295,132
"2736",2010-06-28,253,135
"2737",2010-06-29,194,118
"2738",2010-06-30,184,147
"2739",2010-07-01,227,146
"2740",2010-07-02,229,154
"2741",2010-07-03,222,196
"2742",2010-07-04,193,161
"2743",2010-07-05,216,135
"2744",2010-07-06,159,127
"2745",2010-07-07,185,142
"2746",2010-07-08,193,163
"2747",2010-07-09,156,90
"2748",2010-07-10,218,136
"2749",2010-07-11,206,152
"2750",2010-07-12,172,134
"2751",2010-07-13,190,141
"2752",2010-07-14,225,148
"2753",2010-07-15,219,170
"2754",2010-07-16,219,156
"2755",2010-07-17,229,194
"2756",2010-07-18,221,131
"2757",2010-07-19,165,162
"2758",2010-07-20,182,125
"2759",2010-07-21,207,130
"2760",2010-07-22,225,146
"2761",2010-07-23,251,160
"2762",2010-07-24,259,141
"2763",2010-07-25,209,160
"2764",2010-07-26,193,114
"2765",2010-07-27,203,138
"2766",2010-07-28,198,166
"2767",2010-07-29,198,153
"2768",2010-07-30,196,142
"2769",2010-07-31,245,118
"2770",2010-08-01,302,121
"2771",2010-08-02,203,119
"2772",2010-08-03,230,152
"2773",2010-08-04,225,146
"2774",2010-08-05,213,181
"2775",2010-08-06,198,166
"2776",2010-08-07,208,155
"2777",2010-08-08,198,142
"2778",2010-08-09,201,149
"2779",2010-08-10,202,164
"2780",2010-08-11,199,146
"2781",2010-08-12,198,167
"2782",2010-08-13,221,153
"2783",2010-08-14,253,144
"2784",2010-08-15,248,151
"2785",2010-08-16,197,156
"2786",2010-08-17,208,123
"2787",2010-08-18,204,146
"2788",2010-08-19,207,162
"2789",2010-08-20,244,152
"2790",2010-08-21,255,155
"2791",2010-08-22,223,157
"2792",2010-08-23,202,158
"2793",2010-08-24,230,138
"2794",2010-08-25,246,188
"2795",2010-08-26,195,166
"2796",2010-08-27,219,191
"2797",2010-08-28,264,152
"2798",2010-08-29,212,146
"2799",2010-08-30,204,174
"2800",2010-08-31,200,160
"2801",2010-09-01,279,175
"2802",2010-09-02,261,205
"2803",2010-09-03,212,171
"2804",2010-09-04,245,177
"2805",2010-09-05,221,167
"2806",2010-09-06,193,169
"2807",2010-09-07,209,158
"2808",2010-09-08,205,158
"2809",2010-09-09,203,207
"2810",2010-09-10,200,181
"2811",2010-09-11,242,167
"2812",2010-09-12,245,138
"2813",2010-09-13,204,161
"2814",2010-09-14,218,146
"2815",2010-09-15,232,149
"2816",2010-09-16,220,173
"2817",2010-09-17,201,185
"2818",2010-09-18,218,152
"2819",2010-09-19,238,164
"2820",2010-09-20,207,141
"2821",2010-09-21,240,162
"2822",2010-09-22,211,180
"2823",2010-09-23,236,185
"2824",2010-09-24,236,170
"2825",2010-09-25,254,174
"2826",2010-09-26,228,161
"2827",2010-09-27,193,160
"2828",2010-09-28,207,178
"2829",2010-09-29,226,182
"2830",2010-09-30,197,220
"2831",2010-10-01,291,200
"2832",2010-10-02,293,170
"2833",2010-10-03,204,148
"2834",2010-10-04,194,142
"2835",2010-10-05,211,151
"2836",2010-10-06,201,212
"2837",2010-10-07,214,158
"2838",2010-10-08,214,187
"2839",2010-10-09,258,139
"2840",2010-10-10,267,147
"2841",2010-10-11,214,161
"2842",2010-10-12,162,184
"2843",2010-10-13,196,192
"2844",2010-10-14,180,228
"2845",2010-10-15,235,184
"2846",2010-10-16,213,149
"2847",2010-10-17,210,159
"2848",2010-10-18,203,142
"2849",2010-10-19,174,160
"2850",2010-10-20,220,194
"2851",2010-10-21,218,193
"2852",2010-10-22,237,153
"2853",2010-10-23,212,236
"2854",2010-10-24,228,143
"2855",2010-10-25,198,141
"2856",2010-10-26,211,131
"2857",2010-10-27,204,140
"2858",2010-10-28,261,185
"2859",2010-10-29,203,123
"2860",2010-10-30,199,131
"2861",2010-10-31,269,174
